station,lon,lat
PVB,-90.4444,42.6894
PDC,-91.1237,43.0193
RAC,-87.8136,42.7611
C35,-89.9832,43.5259
RHI,-89.4675,45.6312
RPD,-91.7733,45.4201
EZS,-88.56,44.7873
SBM,-87.8517,43.7698
RZN,-92.3725,45.8227
OLG,-91.8164,46.3148
CMY,-90.7379,43.9584
STE,-89.5303,44.5451
SUE,-87.4216,44.8437
SUW,-92.0947,46.6897
TKV,-89.8057,45.469
Y51,-90.8965,43.5794
VOK,-90.2532,43.9392
2P2,-86.924,45.3883
RYV,-88.7232,43.1696
UES,-88.2371,43.041
PCZ,-89.0198,44.3333
AUW,-89.6266,44.9262
Y50,-89.3045,44.0416
ETB,-88.1279,43.4222
ISW,-89.8369,44.3592
BKW,-81.1242,37.7873
BLF,-81.2077,37.2958
W22,-80.2737,39.0005
CRW,-81.59,38.3794
CKB,-80.2281,39.2966
EKN,-79.8528,38.8853
W99,-79.1459,38.9949
HTS,-82.555,38.365
LWB,-80.3995,37.8583
6L4,-81.9159,37.8557
MRB,-77.9847,39.4019
MGW,-79.9163,39.6429
PKB,-81.4392,39.3451
I16,-81.56,37.6
3I2,-82.0986,38.9146
48I,-80.6518,38.687
HLG,-80.6463,40.175
CYKO,-78.15,60.8167
CWZS,-67.4347,48.4719
CYLA,-69.5997,59.2967
CYBG,-70.9869,48.3339
CYBC,-68.2044,49.1325
CWBA,-79.1011,46.7097
CWHV,-70.785,46.205
CXBO,-71.1972,46.8369
CYBX,-57.1853,51.4436
CWKD,-71.0131,50.7289
CWSG,-66.6544,49.1092
CWRZ,-64.3169,48.4194
CWSF,-65.3247,49.2508
CWTN,-70.7808,47.0786
CWEE,-73.3556,49.2786
CYMT,-74.5281,49.7719
CYML,-70.2239,47.5975
CWIS,-70.6375,47.2842
CWDM,-59.6394,50.465
CWDT,-71.1683,49.8403
CWHQ,-71.9717,46.6907
CYNC,-78.8311,53.0106
CZEM,-78.5225,52.2264
CMFM,-71.1483,47.3228
CWFQ,-72.8617,45.0503
CYGP,-64.4781,48.7769
CYND,-75.5636,45.5217
CMGB,-72.7739,45.3728
CYGV,-63.6114,50.2819
CWHP,-61.7006,49.0853
CXHF,-75.6481,45.8394
CWIG,-70.5331,47.0736
CWQR,-64.2072,50.2208
CWQO,-68.8928,48.4156
CWER,-70.8083,46.9967
CWAF,-69.5556,48.0689
CYGR,-61.7781,47.4247
CWGR,-61.8,47.42
CYPH,-78.0769,58.4719
CYIK,-77.9253,62.4173
CWJO,-71.1426,48.425
CYLU,-65.9928,58.7114
CYKG,-71.9295,61.5885
CYAS,-69.9992,60.0272
CYVP,-68.4269,58.0961
CYGW,-77.7653,55.2819
CWUX,-70.9194,48.2981
CWIZ,-73.3494,45.2939
CWTT,-72.1667,45.2667
CWBS,-72.9167,46.1833
CYAD,-76.1963,53.5718
CYAH,-73.6753,53.7547
CYGL,-77.7042,53.6253
CWST,-70.0319,47.3558
CWEW,-73.4347,45.8095
CWDQ,-72.7875,47.4111
CWQH,-71.8236,45.3689
CWBT,-64.2264,50.2714
CWMJ,-75.9919,46.2747
CYNM,-77.8028,49.7617
CWTA,-73.5793,45.5049
CWIX,-71.7158,48.5983
CYYY,-68.2081,48.6086
CYMX,-74.0387,45.6795
CYHU,-73.4167,45.5167
CYNA,-61.7889,50.19
CYHH,-76.1167,51.7
CWOC,-65.3317,48.0119
CWNQ,-72.6572,46.2258
CWOD,-72.5465,48.8419
CWXC,-71.0317,48.8942
CWPD,-71.2289,47.5622
CWPK,-74.6242,47.9222
CYUL,-73.7414,45.4683
CWQV,-70.1144,48.2603
CWTG,-67.3811,49.3167
CWIP,-66.4339,50.1625
CWBY,-64.2933,49.8386
CYPX,-77.2869,60.0506
CYHA,-69.6177,61.046
CYQB,-71.3933,46.7911
CWNH,-69.5486,47.8058
CYRJ,-72.2656,48.52
CYUY,-78.8356,48.2061
CYZG,-75.6672,62.1794
CYKL,-66.8053,54.8053
CYZV,-66.2656,50.2233
CXZV,-66.25,50.2167
CXSH,-72.7333,46.5633
CYSC,-71.6914,45.4386
CWBZ,-74.2894,45.1208
CWVQ,-73.9292,45.4272
CWIT,-73.6789,45.1672
CWJB,-71.2875,46.7803
CWJT,-74.5558,46.0803
CYTQ,-69.9558,58.6678
CYRQ,-72.6794,46.3528
CWTY,-72.5161,46.3586
CYMU,-76.5182,56.5362
CYOY,-71.5033,46.9003
CYVO,-77.7867,48.0564
CWHM,-73.3767,45.7231
CYKQ,-78.7584,51.4733
CTNK,-78.2667,45.5333
CYYW,-88.9097,50.2903
CYAT,-82.4319,52.9275
CWRK,-77.8789,45.0714
CXBI,-79.5467,44.4845
CYTL,-89.8956,53.8156
CYBN,-79.9219,44.2704
CWWB,-79.7912,43.3002
CYKZ,-79.3667,43.8667
CXCA,-88.3447,49.1539
CWCI,-85.8333,47.3333
CYLD,-83.3467,47.82
CYCK,-82.0817,42.3062
CWNC,-78.1667,43.95
CWCO,-80.2167,44.5
CWWX,-81.7364,45.3271
CXDI,-80.5453,42.8636
CYHD,-92.7442,49.8317
CXEA,-93.2214,50.6306
CXET,-79.7833,44.2333
CYEL,-82.5614,46.3514
CZEL,-80.4116,43.6421
CWAJ,-81.9,42.25
CYER,-87.6761,56.0189
CYGQ,-86.9306,49.7828
CWGD,-81.7167,43.7667
CYZE,-82.5678,45.8853
CWNL,-82.95,45.6333
CWGH,-75.85,44.4167
CYHM,-79.934,43.172
CXHM,-79.9051,43.2865
CXHA,-82.896,42.033
CYYU,-82.4667,49.4167
CXKA,-82.4436,49.4064
CWKK,-88.3322,49.7131
CXKE,-75.6333,45.0
CYQK,-94.3653,49.7903
CWBE,-81.4833,45.9667
CYGK,-76.5969,44.2253
CXKI,-80.0,48.15
CWGL,-79.2167,44.5472
CYLH,-87.9341,52.1954
CYYZ,-79.6306,43.6772
CYXU,-81.1539,43.0356
CWPS,-80.05,42.5667
CYSP,-86.3444,48.7553
CTCK,-74.9628,45.2511
CYMO,-80.6141,51.2891
CXZC,-80.6181,51.2917
CWLS,-80.75,43.9833
CYQA,-79.3033,44.9747
CZMD,-91.7628,53.4414
CWNZ,-84.1636,49.7469
CYSN,-79.1717,43.1917
CYYB,-79.4228,46.3636
CYKP,-85.901,51.6587
CYOO,-78.8833,43.9228
CYOW,-75.6692,45.3225
CXPC,-80.0442,45.3442
CYPO,-85.4433,54.9881
CYWA,-77.3112,45.9476
CYPQ,-78.3633,44.23
CYPL,-90.2142,51.4464
CWQP,-77.15,43.8333
CWPC,-79.2531,42.8676
CWWZ,-79.2167,43.25
CWCJ,-86.2947,48.5883
CTRA,-93.7328,49.6642
CYRL,-93.7931,51.0669
CZSJ,-93.3444,53.0642
CYZR,-82.3073,42.9951
CYAM,-84.5094,46.4833
CYXL,-91.9053,50.1139
CWNB,-82.4667,41.8333
CYSB,-80.8016,46.6261
CXQT,-89.2167,48.4333
CYQT,-89.3239,48.3719
CZTB,-89.3272,48.3694
CYXR,-79.8489,47.695
CYTS,-81.3767,48.5697
CXTO,-79.4,43.6667
CYTZ,-79.395,43.6286
CYTR,-77.5281,44.1189
CWDV,-90.4667,49.0333
CXVN,-79.4,43.1833
CYKF,-80.3857,43.4616
CYXZ,-84.7867,47.9667
CWMZ,-80.3667,45.0333
CYVV,-81.1072,44.7458
CYQG,-82.9604,42.266
CZBF,-65.7483,47.6292
CZCR,-66.3342,47.99
CERM,-68.3244,47.4167
CYFC,-66.5278,45.8722
CYCX,-66.4367,45.8377
CYQM,-64.6878,46.1039
CWPE,-66.4667,45.0667
CYSJ,-65.8856,45.3181
CYSL,-67.8319,47.1578
CWIY,-67.8167,47.15
CWSS,-67.2528,45.2103
CWAR,-53.9933,47.2939
CWKW,-64.165,59.985
CWYK,-61.4756,57.1358
CWRA,-53.0764,46.66
CYCA,-57.0419,53.6828
CWCA,-57.035,53.7083
CZUM,-64.0939,53.5578
CYDF,-57.3975,49.2108
CWDA,-56.1128,50.7211
CWXI,-57.1,51.0167
CYQX,-54.5757,48.9457
CYYR,-60.4258,53.3192
CWHO,-60.2167,55.45
CWWU,-52.9803,47.5158
CYFT,-59.1875,55.0772
CYMH,-55.8325,52.3036
CYDP,-61.6803,56.5492
CXRH,-57.8778,49.57
CWZZ,-62.5856,58.3333
CWZN,-55.7947,47.3678
CXSW,-52.7833,47.5167
CYAY,-56.0856,51.3906
CYJT,-58.5639,48.5453
CYYT,-52.7428,47.6222
CXTP,-53.9744,48.5569
CWTU,-58.3578,54.7158
CWDO,-54.8,49.6833
CYWK,-66.8742,52.9272
CWBV,-62.3333,44.8167
CWVU,-66.3467,44.2858
CWBK,-62.6833,45.7667
CXCH,-60.9472,46.645
CZDB,-63.4667,45.4167
CWZQ,-61.05,46.55
CYZX,-64.912,44.9846
CYHZ,-63.5086,44.8808
CWRN,-60.9833,45.35
CXIB,-60.4,46.6667
CWKG,-65.2031,44.4322
CXKT,-64.4833,45.0667
CXLB,-64.2961,44.36
CXMY,-62.4833,44.9833
CXMI,-63.5333,44.6
CXNP,-64.2333,45.75
CXNM,-60.6722,46.8169
CYPD,-61.3681,45.6567
CWSA,-60.0094,43.9322
CYAW,-63.4994,44.6397
CWEF,-60.1444,47.2328
CYQY,-60.0478,46.1614
CXTD,-61.6797,45.6083
CWWE,-64.6642,43.99
CYQI,-66.0882,43.8308
CYYG,-63.1286,46.2886
CWEP,-61.9667,46.45
CAHR,-63.1697,46.3436
CWNE,-63.9986,47.0581
CZSP,-62.5758,46.4503
CWSD,-63.8381,46.4411
CYBV,-97.0183,52.3589
CWCF,-97.0219,52.3597
CYBR,-99.9519,49.91
CWNK,-98.0297,49.4981
CYYQ,-94.065,58.7392
CYDN,-100.0525,51.1008
CXDW,-98.3167,49.4
CYFO,-101.6817,54.6781
CWWS,-97.6164,52.8186
CYGX,-94.7106,56.3575
CWGX,-94.7,56.3667
CXGH,-96.9822,50.6311
CWJD,-99.2678,53.1864
CYIV,-94.6537,53.8571
CZKD,-96.5097,56.0375
CYYL,-101.0761,56.8639
CXMD,-98.0839,49.1878
CYNE,-97.8442,53.9583
CWPO,-98.905,49.1911
CYPG,-98.2739,49.9031
CWEQ,-101.2331,52.115
CYBQ,-98.5122,58.7061
CYQD,-101.0911,53.9714
CYTH,-97.8642,55.8011
CWII,-96.5622,50.6952
CYWG,-97.2333,49.9167
CXWN,-97.1296,49.8885
